"Supplemental Table: APMV-1 complete fusion protein gene squences used for phylodynamic analysis. ""Order code"" corresponds to the host order categorization used for the host phylodynamic model (ANS = Anseriformes, CHI = Domestic chickens, COL = Columbiformes, GAL = other Galliformes, PSI = Psittaciformes, SUL = Suliformes, UN = Unspeficied)"												
Class	Genotype	GenBank Accession #	Isolate	Host	Order	Order Code	World Region	Country	US State	US Region	US Flyway	Year
II	Xb	KX857723	AI08-4957	Blue-winged Teal	Anseriformes	ANS	North America	USA	MN	MW	MIS	2008
II	Xb	KX857719	AI10-2806	Mallard	Anseriformes	ANS	North America	USA	MN	MW	MIS	2010
II	Xb	KX857720	AI10-2962	Mallard	Anseriformes	ANS	North America	USA	MN	MW	MIS	2010
II	Xb	KX857721	AI10-3434	Mallard	Anseriformes	ANS	North America	USA	MN	MW	MIS	2010
II	Xb	EF564832	US-OH86-233	mallard	Anseriformes	ANS	North America	USA	OH	MW	MIS	1986
II	Xb	FJ705466	US-MN/99-376	mallard	Anseriformes	ANS	North America	USA	MN	MW	MIS	1999
II	Xb	FJ705467	US-MN/MN00-32	mallard	Anseriformes	ANS	North America	USA	MN	MW	MIS	2000
II	Xb	FJ705469	US-MN/MN00-39	mallard	Anseriformes	ANS	North America	USA	MN	MW	MIS	2000
II	Xb	FJ705465	US-MN/03-632	mallard	Anseriformes	ANS	North America	USA	MN	MW	MIS	2003
II	Xb	FJ705464	US-OH/04-411	mallard	Anseriformes	ANS	North America	USA	OH	MW	MIS	2004
II	XI	JX518880	MGF166	duck	Anseriformes	ANS	Africa	Madagascar	X	X	X	2010
II	XI	HQ266603	MG/1992	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2008
II	XI	HQ266605	MG/39/4	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2008
II	XI	HQ266602	MG/725	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2008
II	XI	HQ266604	MG/Meola	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2008
II	XI	JX518875	MGBBS	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2009
II	XI	JX518882	MGMNJ	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2009
II	XI	JX518876	MGF003C	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2010
II	XI	JX518878	MGF082T	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2010
II	XI	JX518879	MGF120T	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2010
II	XI	JX518881	MGF192C	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2010
II	XI	JX518877	MGF015C	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2011
II	XI	JX518883	MGS1130T	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2011
II	XI	JX518884	MGS1595T	chicken	Galliformes	CHI	Africa	Madagascar	X	X	X	2011
II	XIIa	KJ865695	1326-13285	chicken	Galliformes	CHI	South America	Colombia	X	X	X	2009
II	XIIa	KJ865696	1326-13286	chicken	Galliformes	CHI	South America	Colombia	X	X	X	2009
II	XIIa	KU594615	Apurimac/50009	chicken	Galliformes	CHI	South America	Peru	X	X	X	2005
II	XIIa	KU594617	Piura/60087	chicken	Galliformes	CHI	South America	Peru	X	X	X	2006
II	XIIa	JN800306	1918-03	chicken	Galliformes	CHI	South America	Peru	X	X	X	2008
II	XIIa	KU594618	Arequipa/VFAR-81	chicken	Galliformes	CHI	South America	Peru	X	X	X	2015
II	XIIa	KU594614	Lima/40785	gamecock	Galliformes	GAL	South America	Peru	X	X	X	2004
II	XIIa	KU594613	Lima/40931	gamecock	Galliformes	GAL	South America	Peru	X	X	X	2004
II	XIIa	KU594616	Lurin/40871	gamecock	Galliformes	GAL	South America	Peru	X	X	X	2004
II	XIIa	KR732614		peacock	Galliformes	GAL	South America	Peru	X	X	X	2011
II	XIIb	JN627507	GD/1003	goose	Anseriformes	ANS	East Asia	China	X	X	X	2010
II	XIIb	KC551967	Guangdong	goose	Anseriformes	ANS	East Asia	China	X	X	X	2010
II	XIIb	JN627504	GD/12	goose	Anseriformes	ANS	East Asia	China	X	X	X	2011
II	XIIb	JN627508	GD/450	goose	Anseriformes	ANS	East Asia	China	X	X	X	2011
II	XIII	KT734767	Polashbari	chicken	Galliformes	CHI	South Asia	India	X	X	X	2014
II	XIII	JN942041	7847/ancestral	cockatoo	Psittaciformes	PSI	South Asia	India	X	X	X	1982
II	XIIIa	FJ772491	4132-12	chicken	Galliformes	CHI	Africa	Burundi	X	X	X	2008
II	XIIIa	FJ772494	4132-20	chicken	Galliformes	CHI	Africa	Burundi	X	X	X	2008
II	XIIIa	HQ589257	Bareilly	chicken	Galliformes	CHI	South Asia	India	X	X	X	1997
II	XIIIa	KF727980	Bareilly	chicken	Galliformes	CHI	South Asia	India	X	X	X	2006
II	XIIIa	KJ577585	Bareilly/01	chicken	Galliformes	CHI	South Asia	India	X	X	X	2010
II	XIIIa	GU585905		chicken	Galliformes	CHI	Europe	Sweden	X	X	X	1997
II	XIIIa	JN942034	45445-3	ostrich	Struthioniformes	UN	Africa	South Africa	X	X	X	1995
II	XIIIa	JN942043	47385-11	roller	Coraciiformes	UN	Africa	Tanzania	X	X	X	2010
II	XIIIa	JN942044	47387-6	roller	Coraciiformes	UN	Africa	Tanzania	X	X	X	2010
II	XIIIa	AY865652	Astr/2755	Sterna albifrons	Charadriiformes	UN	Europe	Russia	X	X	X	2001
II	XIIIb	KX372709	Nagpur/06	chicken	Galliformes	CHI	South Asia	India	X	X	X	2006
II	XIIIb	KX372710	Nagpur/07	chicken	Galliformes	CHI	South Asia	India	X	X	X	2009
II	XIIIb	KX372707	Nagpur/03	chicken	Galliformes	CHI	South Asia	India	X	X	X	2011
II	XIIIb	KX372708	Nagpur/04	chicken	Galliformes	CHI	South Asia	India	X	X	X	2011
II	XIIIb	KX372711	Nagpur/10	chicken	Galliformes	CHI	South Asia	India	X	X	X	2012
II	XIIIb	KX242342	D162	chicken	Galliformes	CHI	South Asia	India	X	X	X	2013
II	XIIIb	GU182331	SPVC/Karachi/33	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2007
II	XIIIb	GU182323	SPVC/Karachi/43	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2008
II	XIIIb	JN682184	BYP/Lahore	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2010
II	XIIIb	JN682187	BYP/Rawalpindi	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2010
II	XIIIb	JN682211	CP	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2010
II	XIIIb	JN682188	CP/Attock	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2010
II	XIIIb	JN682186	CP/Islamabad1	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2010
II	XIIIb	JN682190	CP/Islamabad2	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2010
II	XIIIb	JN682191	CP/Islamabad3	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2010
II	XIIIb	JN682189	CP/Rawalpindi2	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2010
II	XIIIb	JX436344	MM14/Lahore	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2010
II	XIIIb	KF113338	UniversityDiagnosticLab./12	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2010
II	XIIIb	JX436341	MM15/Sheikhupura	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2011
II	XIIIb	JQ517285	Pakistan/UDL8	chicken	Galliformes	CHI	South Asia	Pakistan	X	X	X	2011
II	XIIIb	KX061544	CHN	Red lori	Psittaciformes	PSI	South Asia	India	X	X	X	2013
II	XIIIc	JQ267585	EMM/1	chicken	Galliformes	CHI	Middle East	Iran	X	X	X	2008
II	XIIIc	JQ267584	EMM/2	chicken	Galliformes	CHI	Middle East	Iran	X	X	X	2008
II	XIIIc	JQ267583	EMM/3	chicken	Galliformes	CHI	Middle East	Iran	X	X	X	2009
II	XIIIc	JQ267582	EMM/4	chicken	Galliformes	CHI	Middle East	Iran	X	X	X	2010
II	XIIIc	JQ267581	EMM/5	chicken	Galliformes	CHI	Middle East	Iran	X	X	X	2011
II	XIIIc	JQ267580	EMM/6	chicken	Galliformes	CHI	Middle East	Iran	X	X	X	2011
II	XIIIc	JQ267579	EMM/7	chicken	Galliformes	CHI	Middle East	Iran	X	X	X	2011
II	XIIId	KP089979	Nagpur	chicken	Galliformes	CHI	South Asia	India	X	X	X	2012
II	XIIId	KM056344	ndv16/Godhra/03	chicken	Galliformes	CHI	South Asia	India	X	X	X	2013
II	XIIId	KM056345	ndv20/Navli/03	chicken	Galliformes	CHI	South Asia	India	X	X	X	2013
II	XIIId	KM056346	ndv26/navli/03	chicken	Galliformes	CHI	South Asia	India	X	X	X	2013
II	XIIId	KM056347	ndv32/vaherakhadi/04	chicken	Galliformes	CHI	South Asia	India	X	X	X	2013
II	XIIId	KM056348	ndv40/sarsa/04	chicken	Galliformes	CHI	South Asia	India	X	X	X	2013
II	XIIId	KM056349	ndv42/gopalpura/04	chicken	Galliformes	CHI	South Asia	India	X	X	X	2013
II	XIIId	KF740478	NDV2K35/TN	Japanese quail	Galliformes	GAL	South Asia	India	X	X	X	2003
II	XIIIe	KT734765	Hajo	chicken	Galliformes	CHI	South Asia	India	X	X	X	2014
II	XIIIe	KT734766	Pandu	chicken	Galliformes	CHI	South Asia	India	X	X	X	2015
II	XIV	JF966386	ML029	chicken	Galliformes	CHI	Africa	Mali	X	X	X	2007
II	XIVa	JN872165	VIR1377-7	chicken	Galliformes	CHI	Africa	Niger	X	X	X	2006
II	XIVa	FJ772452	1377-8	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2006
II	XIVa	HF969186	NIE07-125	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2007
II	XIVa	JQ039386	VRD08-36	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2008
II	XIVa	HF969131	NIE08-2117	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVa	HF969193	NIE08-2150	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVa	HF969136	NIE08-2194	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVa	HF969139	NIE08-2280	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVa	HF969200	NIE08-2362	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVa	HF969144	NIE09-2009	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVa	HF969150	NIE09-2044	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVa	HF969155	NIE09-2087	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVa	HF969205	NIE09-2071	turkey	Galliformes	GAL	Africa	Nigeria	X	X	X	2009
II	XIVa	HF969167	NIE10-082	turkey	Galliformes	GAL	Africa	Nigeria	X	X	X	2011
II	XIVb	this study	697/S9/Katsina/KT/KNK/01T-N13	domestic duck	Anseriformes	ANS	Africa	Nigeria	X	X	X	2009
II	XIVb	this study	707/S9/Gombe/GM/GMM/17-18T-N14	domestic duck	Anseriformes	ANS	Africa	Nigeria	X	X	X	2009
II	XIVb	this study	691/S9/Yobe/YB/GSHI/07T-N5	Duck	Anseriformes	ANS	Africa	Nigeria	X	X	X	2009
II	XIVb	KT948996	NG-695/KG.LOM.11-16	duck	Anseriformes	ANS	Africa	Nigeria	X	X	X	2009
II	XIVb	JX546245	463MT	chicken	Galliformes	CHI	Africa	Benin	X	X	X	2009
II	XIVb	this study	721/S2/Kebbi/VRD09/340-N50	Chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	JQ039390	VRD07-233	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2007
II	XIVb	HF969187	NIE08-0453	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2008
II	XIVb	this study	VRD08/296A-N32	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2008
II	XIVb	this study	704/S9/Nassarawa/NS/KF/06-09C-N46	Chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	this study	723/S9/Kano/VRD09/025-N21	Chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	this study	733/S9/Katsina/KT/JBY/09T-N40	Chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	this study	892/S3/JosNorth/JN/469-N44	Chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	KY171990	KD/TW/03T/N45/720	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969190	NIE08-2032	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969133	NIE08-2159	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969178	NIE08-2270	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969198	NIE08-2279	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969141	NIE08-2359	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969142	NIE09-1596	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969143	NIE09-1597	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969202	NIE09-2013	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969145	NIE09-2014	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969146	NIE09-2017	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969149	NIE09-2041	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969151	NIE09-2053	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969157	NIE09-2166	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	KY171994	VRD09/001/N19/714	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	KY171993	VRD09/031/N23/715	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	this study	VRD09/068-N92	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XIVb	KY171989	VRD10/143/N68/913	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2010
II	XIVb	HF969161	NIE10-024	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969162	NIE10-032	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969163	NIE10-034	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969164	NIE10-041	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969165	NIE10-043	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969166	NIE10-076	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969210	NIE10-139	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969169	NIE10-150	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969170	NIE10-160	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969172	NIE10-258	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969211	NIE10-263	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969173	NIE10-302	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969212	NIE10-318	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969213	NIE10-325	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969214	NIE10-333	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	HF969177	NIE10-409	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XIVb	this study	689/S2/Katsina/KT/MSH/15C-N2	Pigeon	Columbiformes	COL	Africa	Nigeria	X	X	X	2009
II	XIVb	this study	713/S9/Yobe/YB/GSH1/4-6T-N3	Pigeon	Columbiformes	COL	Africa	Nigeria	X	X	X	2009
II	XIVb	KC568206	NG-706/JG.KZ.14T	guineafowl	Galliformes	GAL	Africa	Nigeria	X	X	X	2009
II	XIVb	this study	701/U2/Jigawa/JG/DT/30-31T-N18	Turkey	Galliformes	GAL	Africa	Nigeria	X	X	X	2009
II	XIVb	HF969203	NIE09-2021	turkey	Galliformes	GAL	Africa	Nigeria	X	X	X	2009
II	XIVb	this study	690/S2/Taraba/VRD09/546-N4	Wild bird - Eagle	Accipitriformes	UN	Africa	Nigeria	X	X	X	2009
II	XVI	JX915242	28138-4	chicken	Galliformes	CHI	Central America	Dominican Republic	X	X	X	1986
II	XVI	JX186997	867	chicken	Galliformes	CHI	Central America	Dominican Republic	X	X	X	2008
II	XVI	JX119193	499-31	chicken	Galliformes	CHI	Central America	Dominican Republic	X	X	X	2008
II	XVII	HF969125	CAF09-014	chicken	Galliformes	CHI	Africa	Central African Republic	X	X	X	2008
II	XVII	HF969182	CAF09-016	chicken	Galliformes	CHI	Africa	Central African Republic	X	X	X	2009
II	XVII	KU058680	Kudu-113-N56	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	1992
II	XVIIa	this study	695/S3/Kogi/KG/LOM/11-16-N11	domestic duck	Anseriformes	ANS	Africa	Nigeria	X	X	X	2009
II	XVIIa	this study	698/S9/Jigawa/JG/SH/47C-N15	domestic duck	Anseriformes	ANS	Africa	Nigeria	X	X	X	2009
II	XVIIa	this study	699/S9/Nassarawa/NS/KR/60-61C-N16	domestic duck	Anseriformes	ANS	Africa	Nigeria	X	X	X	2009
II	XVIIa	this study	700/U2/Bauchi/BA/BAU-R/07T-N17	domestic duck	Anseriformes	ANS	Africa	Nigeria	X	X	X	2009
II	XVIIa	this study	691/S9/Yobe/YB/GSHI/07T-N5	Duck	Anseriformes	ANS	Africa	Nigeria	X	X	X	2009
II	XVIIa	MH092809	872/S9/LangtangSouth/LTS/08-N25	Duck	Anseriformes	ANS	Africa	Nigeria	X	X	X	2009
II	XVIIa	MH092810	873/S9/Kanam/KN/399-N26	Duck	Anseriformes	ANS	Africa	Nigeria	X	X	X	2009
II	XVIIa	MH092811	BKK/497	duck	Anseriformes	ANS	Africa	Nigeria	X	X	X	2010
II	XVIIa	JX546247	488MT	chicken	Galliformes	CHI	Africa	Benin	X	X	X	2009
II	XVIIa	FJ772458	2415-361	chicken	Galliformes	CHI	Africa	BurkinaFaso	X	X	X	2008
II	XVIIa	FJ772463	2415-580	chicken	Galliformes	CHI	Africa	BurkinaFaso	X	X	X	2008
II	XVIIa	FJ772484	3490-147	chicken	Galliformes	CHI	Africa	Cameroon	X	X	X	2008
II	XVIIa	FJ772478	3490-149	chicken	Galliformes	CHI	Africa	Cameroon	X	X	X	2008
II	XVIIa	HF969184	CIV08-103	chicken	Galliformes	CHI	Africa	Ivory Coast	X	X	X	2007
II	XVIIa	HF969185	CIV08-104	chicken	Galliformes	CHI	Africa	Ivory Coast	X	X	X	2007
II	XVIIa	JF966385	ML007	chicken	Galliformes	CHI	Africa	Mali	X	X	X	2008
II	XVIIa	this study	711/S2/Bauchi/BA/TFB/14C-N38	Chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	this study	712/S2/Borno/BO/MMC/AGN/06-07T-N42	Chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	FJ772469	2602-348	chicken	Galliformes	CHI	Africa	Niger	X	X	X	2008
II	XVIIa	FJ772472	2602-468	chicken	Galliformes	CHI	Africa	Niger	X	X	X	2008
II	XVIIa	FJ772481	2602-625	chicken	Galliformes	CHI	Africa	Niger	X	X	X	2008
II	XVIIa	FJ772475	2602-605	chicken	Galliformes	CHI	Africa	Niger	X	X	X	2008
II	XVIIa	MH092804	VRD67/03-N1	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2003
II	XVIIa	KY171995	VRD124/06/N11/867	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2006
II	XVIIa	MH092806	VRD144/06-N6	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2006
II	XVIIa	MH092813	VRD298/06-N7	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2006
II	XVIIa	MH092814	VRD309/06-N8	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2006
II	XVIIa	MH092805	VRD41/06-N3	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2006
II	XVIIa	JQ039394	VRD07-410	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2007
II	XVIIa	JQ039393	VRD07-141	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2007
II	XVIIa	MH092815	VRD07/290-N16	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2007
II	XVIIa	MH092807	VRD07/338-N18	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2007
II	XVIIa	HF969129	NIE08-1363	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2008
II	XVIIa	HF969188	NIE08-1365	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2008
II	XVIIa	MH092823	VRD08/201-N64	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2008
II	XVIIa	this study	VRD08/81-N31	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2008
II	XVIIa	MH092822	VRD08/98-N63	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2008
II	XVIIa	this study	710/S9/Gombe/GM/PLMB/10-12T-N35	Chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	this study	936/S7/LangtangSouth/LTS/11T-N38	Chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	MH092821	JN/457-N57	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	this study	JN/458-N36	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	KY171992	JN/469/N44/892	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969191	NIE08-2042	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969192	NIE08-2119	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969132	NIE08-2149	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969134	NIE08-2168	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969135	NIE08-2187	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969137	NIE08-2208	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969138	NIE08-2224	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969195	NIE08-2247	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969197	NIE08-2267	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969140	NIE08-2340	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969199	NIE08-2349	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969204	NIE09-2028	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969148	NIE09-2034	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969152	NIE09-2072	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	MH092816	WAS/447-N39	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	MH092817	WAS/465-N40	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIa	HF969209	NIE10-123	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XVIIa	HF969168	NIE10-124	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XVIIa	HF969174	NIE10-304	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XVIIa	HF969175	NIE10-306	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XVIIa	HF969176	NIE10-310	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XVIIa	HF969215	NIE10-335	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XVIIa	this study	VRD12/013-N70	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2012
II	XVIIa	this study	VRD12/210-N100	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2012
II	XVIIa	this study	713/S9/Yobe/YB/GSH1/4-6T-N3	Pigeon	Columbiformes	COL	Africa	Nigeria	X	X	X	2009
II	XVIIa	KC568204	ZM/KN/PG01/N1/688	pigeon	Columbiformes	COL	Africa	Nigeria	X	X	X	2009
II	XVIIa	this study	692/S2/Zamfara/ZM/KN/GF01bC-N6	Guineafowl	Galliformes	GAL	Africa	Nigeria	X	X	X	2009
II	XVIIa	this study	693/S7/Katsina/KT/MA/5-6C-N7	Guineafowl	Galliformes	GAL	Africa	Nigeria	X	X	X	2009
II	XVIIa	KY171991	VRD17/04/N2/861	quail	Galliformes	GAL	Africa	Nigeria	X	X	X	2004
II	XVIIa	this study	870/U2/JosNorth/VRD08/385-N23	Quail	Galliformes	GAL	Africa	Nigeria	X	X	X	2008
II	XVIIa	KY292310	VRD08/385-N23	Quail	Galliformes	GAL	Africa	Nigeria	X	X	X	2009
II	XVIIa	this study	876/U2/Adamawa/AD/WB/12C-N29	Malachite Kingfisher	Coraciiformes	UN	Africa	Nigeria	X	X	X	2010
II	XVIIa	this study	895/S7/Plateau/PL038-N47	Vulture	Accipitriformes	UN	Africa	Nigeria	X	X	X	2002
II	XVIIb	KF442614	228-7	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2006
II	XVIIb	HF969194	NIE08-2199	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIb	HF969196	NIE08-2261	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
II	XVIIb	HF969171	NIE10-182	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2011
II	XVIIIa	HF969179	CIV08-026	chicken	Galliformes	CHI	Africa	Ivory Coast	X	X	X	2007
II	XVIIIa	JF966388	ML225	chicken	Galliformes	CHI	Africa	Mali	X	X	X	2008
II	XVIIIa	JF966387	ML008	chicken	Galliformes	CHI	Africa	Mali	X	X	X	2009
II	XVIIIa	JX518885	ML57051T	chicken	Galliformes	CHI	Africa	Mali	X	X	X	2010
II	XVIIIa	JF966389	ML038	guineafowl	Galliformes	GAL	Africa	Mali	X	X	X	2007
II	XVIIIa	JN872157	5801-22	Green Wood Hoopoe	Bucerotiformes	UN	Africa	EH	X	X	X	2010
II	XVIIIb	HF969126	CIV08-062	duck	Anseriformes	ANS	Africa	Ivory Coast	X	X	X	2006
II	XVIIIb	HF969218	CIV08-042	chicken	Galliformes	CHI	Africa	Ivory Coast	X	X	X	2007
II	XVIIIb	FJ772466	2601	chicken	Galliformes	CHI	Africa	Ivory Coast	X	X	X	2008
II	XVIIIb	JX518886	ML57072T	chicken	Galliformes	CHI	Africa	Mali	X	X	X	2010
II	XVIIIb	this study	OOT/4/1-N69	chicken	Galliformes	CHI	Africa	Nigeria	X	X	X	2009
